Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Success,,,,2023-10-22 18:47:55,2023-10-22 18:47:56,0.707s,FAILED
,,,,,,,
Test Cases/Page_Login/Login with valid credentials,,,,2023-10-22 18:47:56,2023-10-22 18:47:56,0.522s,FAILED
"verifyElementVisible(findTestObject(""Object Repository/Page_Login/input_Swag Labs_login-button""))",,,,2023-10-22 18:47:56,2023-10-22 18:47:56,0.268s,FAILED
